,id,cuisine,ingredients_string,pred
33993,16375,southern_us,dark corn syrup egg yolks peach preserves peach butter fresh lemon juice firmly packed light brown sugar large eggs cake flour cream sweeten whip granulated sugar vanilla extract chopped pecans,southern_us
20789,34256,southern_us,milk lemon wedge creole seasoning grit lemon zest salt garlic cloves olive oil gouda freshly ground pepper light butter green onions hot chili sauce shrimp,cajun_creole
7767,3114,southern_us,vanilla wafer crumbs semi sweet chocolate morsels bourbon whiskey confectioners sugar light corn syrup white sugar chopped pecans,southern_us
36585,15444,southern_us,ground red pepper oregano garlic powder paprika ground black pepper dry mustard seasoning salt chili powder,southern_us
18627,39783,southern_us,ground black pepper salt boneless skinless chicken breast halves mushroom chopped pecans cooking spray egg noodles  cooked and drained water shallot chopped parsley,italian
33880,29236,southern_us,unsalted butter rib large garlic cloves black pepper salt mustard greens,southern_us
25778,46317,southern_us,duck fat all purpose flour buttermilk baking powder baking soda salt,southern_us
37470,2843,southern_us,salad navel oranges ripe olives sliced cucumber purple onion sugar white wine vinegar vegetable oil orange juice,spanish
825,40191,southern_us,egg buttermilk shortening white cornmeal,southern_us
4107,11068,southern_us,pure vanilla extract unsalted butter white corn syrup salt milk large eggs buttermilk toasted pecans granulated sugar vegetable shortening icing baking soda baking powder cake flour,southern_us
24748,33292,southern_us,firmly packed brown sugar large eggs cake flour evaporated milk butter shortening baking powder chopped pecans granulated sugar vanilla extract,southern_us
7741,4313,southern_us,ground cloves granulated sugar cake flour ground cinnamon crystallized ginger glazed pecans dark brown sugar ground ginger molasses large eggs salt pecan unsalted butter heavy cream unsweetened cocoa powder,southern_us
21095,22312,southern_us,melted butter pie shell large eggs cornmeal granulated sugar fresh lemon juice salt grated lemon peel,southern_us
4258,1971,southern_us,celery ribs corn parsley garlic onion tumeric boneless chicken breast ground thyme gluten free all purpose flour chicken broth ground pepper butter salt milk baking powder apple cider carrot,southern_us
4100,40108,southern_us,pepper green tomatoes buttermilk sugar large eggs vegetable oil all purpose flour honey onion powder salt boneless chicken thighs baking powder butter bread flour,southern_us
35587,16914,southern_us,milk leek bacon slices aged cheddar cheese pasta unsalted butter heavy cream all purpose flour ground black pepper ground red pepper salt bread crumb fresh egg yolks dry mustard grated Gruy re cheese,french
4101,11021,southern_us,unsalted butter salt brown sugar vanilla extract pecan bourbon whiskey semi sweet chocolate morsels pie crust large eggs corn syrup,southern_us
33894,22868,southern_us,unsalted butter kosher salt yam dark brown sugar water,chinese
5508,38784,southern_us,slaw juice pickled okra,southern_us
5198,33011,southern_us,baking soda vegetable shortening scallion yellow corn meal large eggs salt sugar baking powder all purpose flour unsalted butter buttermilk,southern_us
7737,25954,southern_us,large egg yolks fresh lemon juice salt buttermilk heavy whipping cream sugar cr me fra che,french
3027,10854,southern_us,red potato lemon beer corn hot sauce crawfish smoked sausage shrimp cocktail sauce tartar sauce,cajun_creole
4255,44492,southern_us,large eggs self rising cornmeal sour cream cream style corn canola oil,southern_us
24743,10090,southern_us,butter ground cinnamon chop fine pecan wildflower honey,southern_us
20634,19009,southern_us,milk butter all purpose flour granulated sugar vanilla extract powdered sugar egg yolks vanilla wafers banana whipping cream frozen blueberries,southern_us
6896,3669,southern_us,egg vanilla sweetened condensed milk self rising flour whipped topping granulated sugar cream cheese butter chopped pecans,southern_us
39335,17535,southern_us,granny smith apples mint sprigs sugar cranberry dry white wine,french
20190,13373,southern_us,dressing turkey bacon romaine lettuce onion tomato green pepper corn mix muffin,southern_us
34582,13229,southern_us,melted butter whipping cream white baking bar chocolate candy bars ganache vanilla extract cream cheese  soften granulated sugar chocolate curls cracker peanut peanut butter confectioners sugar,southern_us
34583,16639,southern_us,tomato paste garlic powder worcestershire sauce celery ribs ketchup lean ground beef flat leaf parsley tomato sauce large eggs creole seasoning greek seasoning seasoned bread crumbs butter onion,cajun_creole
6345,29974,southern_us,sugar large eggs pink peppercorns mace butter yellow onion corn kernels whole milk salt unsalted butter buttermilk white cornmeal,southern_us
6910,44875,southern_us,louisiana hot sauce ground black pepper celery seasoning salt all purpose flour italian seasoning chicken gizzards bay leaves onion celery salt garlic powder oil ground cumin,cajun_creole
6906,28761,southern_us,garlic powder ham apple cider vinegar dijon mustard ground ginger pineapple juice,southern_us
4631,26839,southern_us,orange marmalade vanilla extract powdered sugar cream cheese  soften whipped cream,southern_us
20325,12409,southern_us,chicken broth olive oil salt molasses bourbon whiskey cider vinegar shallot sugar vinegar freshly ground pepper,southern_us
34568,40898,southern_us,tomato cooked bacon unsalted butter grit cheddar cheese freshly ground pepper coarse salt,southern_us
6382,19677,southern_us,bread mix garlic margarine fresh parsley chopped green bell pepper salt poultry seasoning egg chopped celery chopped onion chicken broth dried sage dry bread crumbs sausage,southern_us
34945,36943,southern_us,pimento chopped parsley worcestershire sauce extra sharp cheddar cheese ground red pepper onion mayonaise sharp cheddar cheese,southern_us
19141,13282,southern_us,mayonaise yellow mustard potato pepper salt sweet pickle relish hard boiled egg,southern_us
3926,39035,southern_us,evaporated milk sweetened condensed milk half   half peach sugar vanilla instant pudding,southern_us
6829,9333,southern_us,half   half whipping cream sugar butter corn starch refrigerated piecrusts vanilla extract egg yolks sweetened coconut flakes toasted coconut,southern_us
4839,35735,southern_us,pepper chopped celery corn bread large eggs rubbed sage large egg whites chopped onion buttermilk biscuits cooking spray low salt chicken broth,southern_us
25260,39704,southern_us,sweet onion chopped fresh thyme thyme sprigs pork belly sherry vinegar freshly ground pepper celery ribs honey extra virgin olive oil arugula kosher salt peach garlic cloves,southern_us
22947,18929,southern_us,white grapefruit juice honey jack daniels,southern_us
39209,27883,southern_us,egg milk salt carrot white vinegar sugar cajun seasoning hot sauce chicken thighs green cabbage pepper paprika peanut oil panko breadcrumbs mayonaise chive all purpose flour onion,southern_us
6869,23277,southern_us,andouille sausage cracked black pepper cayenne pepper large shrimp chicken stock unsalted butter white cheddar cheese smoked paprika sliced green onions pepper extra virgin olive oil garlic cloves cumin fontina cheese lemon salt grit,southern_us
4658,23470,southern_us,milk black pepper pork sausages biscuit all purpose flour kosher salt,southern_us
6402,32301,southern_us,pepper bacon slices large eggs shredded sharp cheddar cheese biscuit butter salt sweet onion whipping cream,southern_us
20672,31902,southern_us,ketchup apple cider vinegar fresh lemon juice firmly packed brown sugar olive oil garlic cloves sweet onion salt pepper worcestershire sauce,southern_us
6878,38929,southern_us,pepper salt egg cream style corn whole kernel corn  drain milk all purpose flour sugar butter,southern_us
35014,6203,southern_us,cider vinegar dark rum apple cider sugar large eggs heavy cream unsalted butter vegetable oil confectioners sugar water golden delicious apples self rising cake flour,southern_us
25455,8095,southern_us,yellow corn meal flour yellow onion melted butter baking powder canola oil sugar buttermilk kosher salt hot sauce,southern_us
19414,31875,southern_us,Jell O Gelatin color food green sweetened condensed milk egg whites fresh lime juice lemon zest bitter pie crust egg yolks boiling water,southern_us
19084,25533,southern_us,flour basil oil pepper Tabasco Pepper Sauce salt oregano marinade paprika celery seed garlic powder buttermilk poultry seasoning chicken,southern_us
6305,12490,southern_us,water cooking oil salt swiss chard garlic ham black eyed peas Tabasco Pepper Sauce scallion canned low sodium chicken broth ground black pepper white wine vinegar,southern_us
3300,6169,southern_us,black pepper dried basil boneless skinless chicken breasts all purpose flour water unsalted butter onion powder frozen peas and carrots kosher salt garlic powder baking powder poultry seasoning chicken broth milk flour butter dried parsley,southern_us
36758,30838,southern_us,unsalted butter chocolate light cream cheese sugar baking powder salt unsweetened cocoa powder nonfat buttermilk large eggs vanilla extract confectioners sugar whole wheat pastry flour red food coloring all purpose flour,french
37283,19147,southern_us,dijon mustard butter pepper habanero pepper salt honey tea italian seasoning country ham large eggs paprika,southern_us
34489,10802,southern_us,heavy cream ground cayenne pepper pepper all purpose flour egg salt butter dry bread crumbs,southern_us
39345,39854,southern_us,flavored syrup light rum rum lime juice ice lemon lime soda,jamaican
37277,29179,southern_us,sugar lime worcestershire sauce tequila kosher salt unsalted butter freshly ground pepper hamburger buns corn chip bbq sauce warm water hot pepper sauce apple cider pork shoulder,mexican
4867,19315,southern_us,ground cinnamon baking powder peach all purpose flour milk salt granulated sugar margarine,southern_us
6329,28286,southern_us,sea salt olive oil rib freshly ground pepper barbecue sauce,southern_us
19113,25943,southern_us,salt pork spareribs barbecue sauce freshly ground pepper,southern_us
34548,29404,southern_us,sugar garlic powder salt poultry seasoning broiler fryer chicken onion powder hot sauce dried parsley black pepper cooking oil all purpose flour seasoning mix celery salt dried thyme paprika ground mustard oregano,southern_us
20661,10160,southern_us,vanilla ice cream unsalted butter baking powder pecan milk large eggs chocolate sauce brown sugar baking soda flour whiskey ground cinnamon molasses granulated sugar salt,southern_us
