,id,cuisine,ingredients_string,pred
19808,45163,thai,chile paste yellow bell pepper oyster sauce soy sauce zucchini yellow onion boneless skinless chicken breast halves chicken broth yellow squash broccoli white sugar ketchup unsalted cashews fresh mushrooms canola oil,chinese
22358,25514,thai,sesame seeds rice vinegar spaghetti soy sauce ginger hot water mayonaise shredded carrots peanut butter canola oil honey garlic toasted sesame oil,chinese
2583,14083,thai,soy sauce large eggs ginger shrimp honey vegetable oil garlic cabbage curry powder sesame oil rice vermicelli onion tumeric vinegar red pepper flakes carrot,korean
32668,47185,thai,baking soda tapioca flour all purpose flour egg salt water,british
17592,42726,thai,sweet soy sauce vegetable oil bird chile basil leaves garlic bell pepper ground pork onion fish sauce rice noodles rice vinegar,vietnamese
8976,20354,thai,firmly packed brown sugar chicken tenderloin cucumber lime cilantro leaves black pepper salt chilli steamed rice garlic cloves,mexican
32786,26160,thai,spinach fresh ginger sesame oil button mushrooms baby bok choy orange bell pepper vegetable oil garlic soy sauce hot chili red pepper rice vinegar egg black pepper green onions cilantro,chinese
17580,35633,thai,sugar salt chili paste water vinegar,japanese
10327,42611,thai,ground cinnamon ground cloves jalapeno chilies purple onion corn starch cooked rice olive oil chili powder ground coriander ground cumin fresh basil black pepper chicken breasts salt coconut milk tumeric fresh ginger garlic ground cardamom,indian
32048,9974,thai,tomato garlic onion jalapeno chilies coconut milk ground turmeric fresh ginger root salt fresh basil leaves vegetable oil medium shrimp,indian
17294,38684,thai,pepper purple onion tuna sesame seeds cucumber lime salt sesame oil red bell pepper,korean
10385,18112,thai,fish sauce shiitake beaten eggs sweet chili sauce spring onions carrot sugar vermicelli oyster sauce spring roll wrappers minced garlic vegetable oil beansprouts,vietnamese
26690,46201,thai,almond butter miso fresh ginger orange juice honey cayenne pepper minced garlic nama shoyu,japanese
32253,39724,thai,cold water peanut fresh mint brown sugar creamy peanut butter low sodium soy sauce sesame oil white vinegar warm water corn starch,chinese
7923,23238,thai,green onions rice fish sauce cilantro spearmint shallot chilli lime ground pork,vietnamese
3019,33151,thai,egg cooking oil sweetened condensed milk water salt sugar butter dough milk all purpose flour,brazilian
33605,30847,thai,fish sauce mushroom alfalfa sprouts dark sesame oil chile paste chicken breasts pineapple juice red bell pepper romaine lettuce peeled fresh ginger rice vinegar garlic cloves low sodium soy sauce red cabbage vegetable oil chinese cabbage chopped fresh mint,chinese
18451,42996,thai,dairy free coconut ice cream light brown sugar cooky unsweetened shredded dried coconut heavy cream granulated sugar unsalted dry roast peanuts,southern_us
8018,24705,thai,soy sauce flank steak fresh orange juice purple onion vermicelli noodles fish sauce mint leaves cilantro garlic fresh lime juice honey diced tomatoes ginger dark sesame oil serrano chile low sodium soy sauce enokitake mint sprigs cilantro sprigs grapefruit,vietnamese
7560,7187,thai,sugar pea shallot juice brown sugar lime cilantro leaves dried shrimp chile basil leaves toasted pine nuts lobster meat fish sauce kosher salt garlic cucumber,vietnamese
8747,8425,thai,chicken broth Sriracha peanut butter minced garlic sesame oil soy sauce green onions noodle sesame seeds ginger,chinese
2857,36080,thai,fish sauce lime vegetable oil mixed greens kosher salt ground black pepper english cucumber fresh mint sugar thai basil thai chile carrot fresh cilantro flank steak scallion fresh lime juice,vietnamese
8256,20772,thai,brown sugar water peeled fresh ginger salt fresh lime juice cooked rice fat free less sodium chicken broth cooking spray crushed red pepper garlic cloves low sodium soy sauce lime rind pork tenderloin light coconut milk all purpose flour sugar pea honey sesame oil rice vinegar,chinese
22931,4603,vietnamese,butternut squash garlic cloves soy sauce vegetable oil coriander brown sugar spring onions green beans fresh ginger root vegetable stock basmati rice,thai
327,20792,vietnamese,oil water rice flour tapioca starch,brazilian
39274,42550,vietnamese,honey red bell pepper whole grain baguette fresh ginger radish sprouts tofu peanut butter onion olive oil toasted sesame oil,chinese
39268,8234,vietnamese,peeled fresh ginger chicken stock garlic cloves jasmine rice chopped cilantro fresh vegetable oil,thai
372,38717,vietnamese,avocado water garlic boneless rib eye steaks fish sauce cherry tomatoes freshly ground pepper sugar vermicelli oil mini cucumbers lime salt bird chile,mexican
1052,32130,vietnamese,chile garlic sugar white vinegar salt,mexican
17435,30772,vietnamese,bread garlic butter spring onions sugar salt,irish
10221,9395,vietnamese,curry powder shallot chilli egg lemon grass salt lime juice ginger coriander fish sauce beef ground coriander,thai
32311,14871,vietnamese,boneless skinless chicken breasts molasses garlic cloves fish sauce dark sesame oil black pepper lemon juice,korean
9782,11341,vietnamese,soy sauce garlic powder cilantro lemon juice dark soy sauce water meat garlic white sugar white vinegar kosher salt ground black pepper thai chile candy fish sauce fresh ginger chicken breasts dark brown sugar,chinese
9847,4850,vietnamese,pork ground pepper garlic onion fresh ginger rice noodles fat skimmed chicken broth baby spinach leaves reduced sodium soy sauce rice vinegar peanut vegetable oil beansprouts,chinese
17594,24439,vietnamese,pearl onions kirby cucumbers soy sauce boneless skinless chicken breasts hot sauce mayonaise Sriracha cilantro sprigs baguette shallot carrot,thai
31949,5754,vietnamese,sugar hot water chili paste fish sauce garlic cloves lime juice,thai
16844,48815,vietnamese,fresh basil lime brown sugar sparkling mineral water dragon fruit crushed ice tangerine,italian
27128,2527,vietnamese,sugar ground cinnamon meat,moroccan
31378,31966,vietnamese,chicken wings minced garlic cilantro leaves brown sugar lemongrass chilli fish sauce lime juice oil soy sauce vegetable oil,thai
8266,42342,vietnamese,rice stick noodles lemon grass cilantro leaves beansprouts red chili peppers cinnamon firm tofu peppercorn fish sauce lime wedges chili sauce fresh parsley fresh ginger salt oyster sauce,thai
18187,8909,vietnamese,egg corn oil corn starch water all purpose flour chile sauce sugar salt coconut milk corn kernels coconut cream,chinese
18547,36950,vietnamese,lemon zest rice vinegar garlic white sugar ginger bird chile salt,indian
18543,41500,vietnamese,hamburger buns shredded carrots scallion fish sauce light soy sauce sesame oil panko breadcrumbs brown sugar red cabbage seasoned rice wine vinegar chopped cilantro fresh broccoli slaw tuna steaks chopped fresh mint,thai
18526,45534,vietnamese,milk french fries Sriracha salted roast peanuts garlic powder cilantro mayonaise hoisin sauce,thai
32569,30240,vietnamese,hearts of palm soba noodles marinade prawn fresh herbs maui onion heirloom tomatoes,japanese
33032,6676,vietnamese,hard boiled egg onion coconut juice nuoc mam garlic pork butt ground black pepper salt,filipino
11523,41197,vietnamese,fish sauce lime juice ground black pepper lemon slices kosher salt fresh ginger cilantro sprigs branzino minced garlic thai basil thai chile sugar canola lime slices,thai
29349,8144,vietnamese,fish sauce lime wedges rice vinegar dark sesame oil corn starch pork tenderloin crushed red pepper chopped onion garlic cloves unsalted chicken stock peeled fresh ginger cilantro leaves roasted peanuts carrot lower sodium soy sauce white rice chinese cabbage dark brown sugar,chinese
15697,41369,vietnamese,fresh lime juice thai chile water sugar soy,thai
15615,13460,vietnamese,spring onions roast beef chili sauce snow peas mie cashew nuts oil,chinese
14594,37823,vietnamese,chili paste minced garlic lime juice sugar asian fish sauce,thai
28454,34821,vietnamese,Sriracha creamy peanut butter hot water soy sauce vegetable oil scallion fish sauce flank steak dark brown sugar lime juice cilantro leaves garlic cloves,thai
15108,43222,vietnamese,fish sauce fresh lime juice red chili peppers large garlic cloves sugar,thai
28909,44064,vietnamese,soy sauce salt thin spaghetti green onions chicken pepper hot sauce chicken broth garlic,chinese
12182,48920,vietnamese,boneless skinless chicken breasts carrot sugar pea spice onion pepper teriyaki sauce cooking spray broccoli,chinese
12198,38156,vietnamese,lemon juice white pepper salt,southern_us
30081,31907,vietnamese,crab meat black pepper sesame oil cabbage sugar egg whites carrot spring roll wrappers shiitake garlic soy sauce green onions shrimp,chinese
30458,37836,vietnamese,salt fresh lemon juice freshly ground pepper unsalted butter garlic cloves margarine,french
12414,22294,vietnamese,fish sauce lime peanut oil boneless chicken skinless thigh sesame seeds onion red chili peppers superfine sugar garlic cloves chicken stock lemongrass amaranth,thai
30184,12605,vietnamese,black pepper yellow onion garlic ground beef ground pork cognac egg salt puff pastry,french
12841,33627,vietnamese,water freshly ground pepper chopped cilantro lime zest large garlic cloves thai jasmine rice snow peas vegetable oil scallion medium shrimp tomato crushed red pepper fresh lime juice asian fish sauce,thai
23959,7602,vietnamese,green cabbage boneless  skinless chicken breast salt sugar peanut carrot canned low sodium chicken broth lime juice scallion soy sauce red pepper flakes chopped fresh mint,thai
3225,49184,vietnamese,light soy sauce garlic sugar pork liver green papaya thai basil rice vinegar Sriracha beef jerky,thai
2628,18145,vietnamese,sugar leaf ground white pepper jackfruit salt pork garlic medium shrimp sesame seeds oil,filipino
23930,3255,vietnamese,clove water coriander seeds salt chopped cilantro fresh fish sauce lime rice noodles onion fennel seeds cooked turkey chilegarlic sauce cardamom pods turkey carcass fresh ginger star anise fresh basil leaves,thai
23889,39930,vietnamese,clove water thai basil mushroom star anise cinnamon sticks toasted sesame seeds cabbage black peppercorns fresh ginger Sriracha veggie cardamom pods mung bean sprouts green fennel seeds lime swiss chard spring onions tamari soy sauce bok choy noodle broccoli romanesco cauliflower spinach coriander seeds bell pepper sea salt carrot onion soba,indian
24379,3285,vietnamese,soy sauce vegetable oil garlic light brown sugar fresh ginger sticky rice scallion white vinegar honey daikon salt chicken legs shallot thai chile asian fish sauce,thai
36618,42291,vietnamese,brown sugar straw mushrooms chili banana cilantro canola oil pickled garlic coconut peanut shallot salt soy sauce Vietnamese coriander seasoning salt cane vinegar ginger ginger paste white pepper lime thai basil lemon toasted sesame oil,thai
20699,26902,vietnamese,soy sauce carrot rice noodles toasted sesame seeds spring roll wrappers oil green onions cucumber,chinese
21942,23145,vietnamese,water potato button mushrooms onion lemongrass beef stock cubes carrot curry powder bay leaves garlic cloves chuck olive oil diced tomatoes fresh parsley,spanish
